checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,9,0.7822825908660889,0.45344945788383484,"{0: 17, 7: 24, 4: 2, 8: 3, 1: 20, 2: 8, 5: 3, 3: 19, 6: 4}",8.21
13000,100,3,0.69892817735672,0.6371666193008423,"{2: 77, 0: 20, 1: 3}",3.08
23000,100,7,0.7307959198951721,0.5906677842140198,"{6: 5, 1: 58, 0: 20, 2: 14, 5: 1, 3: 1, 4: 1}",7.63
33000,100,5,0.7864252924919128,0.6630426049232483,"{1: 15, 2: 25, 0: 52, 4: 2, 3: 6}",4.90
43000,100,7,0.6729660630226135,0.33980250358581543,"{2: 53, 4: 6, 3: 7, 6: 6, 5: 3, 0: 22, 1: 3}",3.22
53000,87,7,0.7505035400390625,0.42902320623397827,"{5: 36, 0: 19, 3: 2, 4: 3, 2: 12, 1: 14, 6: 1}",7.05
63000,100,4,0.6936128735542297,0.3870961666107178,"{2: 55, 1: 21, 0: 21, 3: 3}",4.35
73000,85,6,0.6431978940963745,0.486059308052063,"{0: 11, 3: 2, 2: 66, 1: 4, 5: 1, 4: 1}",6.43
83000,55,4,0.7594011425971985,0.5236659049987793,"{0: 4, 2: 9, 1: 26, 3: 16}",6.32
93000,53,6,0.7715702056884766,0.5114325881004333,"{0: 9, 1: 25, 2: 4, 3: 8, 5: 4, 4: 3}",6.47
103000,30,4,0.7718361616134644,0.6287534236907959,"{1: 8, 2: 3, 3: 1, 0: 18}",6.49
113000,22,3,0.7593144774436951,0.6234893798828125,"{2: 4, 1: 3, 0: 15}",6.33
123000,13,3,0.7874906659126282,0.6589528322219849,"{0: 7, 2: 4, 1: 2}",6.45
133000,13,3,0.7900884747505188,0.6154757142066956,"{0: 4, 1: 5, 2: 4}",6.34
143000,8,2,0.7770856618881226,0.7098751664161682,"{0: 6, 1: 2}",6.28
