checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,27,5,0.6172244548797607,0.35032564401626587,"{0: 19, 2: 2, 4: 3, 1: 2, 3: 1}",11.91
13000,18,5,0.7700965404510498,0.3391374945640564,"{0: 3, 3: 3, 4: 7, 2: 3, 1: 2}",6.46
23000,11,2,0.6521166563034058,0.5491939187049866,"{0: 9, 1: 2}",6.35
33000,15,6,0.8305991888046265,0.5280726552009583,"{0: 4, 2: 2, 3: 3, 4: 2, 5: 1, 1: 3}",6.43
43000,15,5,0.6039308309555054,0.19399328529834747,"{2: 1, 3: 1, 4: 2, 0: 2, 1: 9}",6.30
53000,15,6,0.8360527157783508,0.38840633630752563,"{4: 1, 3: 3, 1: 3, 2: 3, 5: 3, 0: 2}",6.43
63000,21,7,0.7623487114906311,0.41010335087776184,"{6: 1, 3: 4, 0: 10, 1: 2, 2: 2, 4: 1, 5: 1}",6.37
73000,21,4,0.7218260169029236,0.42751267552375793,"{1: 2, 2: 3, 0: 9, 3: 7}",6.37
83000,13,5,0.6358792185783386,0.2426363229751587,"{2: 1, 3: 1, 0: 2, 4: 1, 1: 8}",6.30
93000,9,3,0.5276010632514954,0.08697918057441711,"{1: 1, 0: 2, 2: 6}",6.28
103000,10,3,0.7654682397842407,0.5747510194778442,"{2: 6, 0: 2, 1: 2}",6.43
113000,2,1,0.7896278500556946,0.7896278500556946,{0: 2},6.31
