checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,61,9,0.7060821652412415,0.512355625629425,"{4: 4, 0: 42, 7: 1, 3: 4, 1: 2, 2: 3, 8: 1, 5: 1, 6: 3}",12.03
13000,100,19,0.8714028000831604,0.49978023767471313,"{8: 10, 4: 13, 0: 7, 1: 6, 13: 8, 5: 13, 11: 4, 17: 4, 3: 9, 15: 1, 12: 1, 6: 6, 2: 8, 14: 1, 9: 1, 7: 3, 10: 1, 16: 1, 18: 3}",4.76
23000,100,16,0.8659870028495789,0.6508592963218689,"{9: 1, 4: 20, 6: 3, 8: 3, 10: 3, 7: 7, 3: 15, 5: 5, 11: 8, 1: 8, 2: 9, 0: 12, 13: 2, 15: 1, 14: 2, 12: 1}",5.05
33000,100,15,0.8480603098869324,0.6447521448135376,"{8: 1, 14: 1, 11: 2, 4: 2, 3: 2, 6: 16, 1: 28, 7: 12, 10: 6, 13: 6, 0: 10, 9: 1, 2: 4, 5: 5, 12: 4}",4.30
43000,100,12,0.8287174701690674,0.6392861008644104,"{3: 7, 6: 4, 8: 2, 0: 8, 2: 2, 1: 34, 4: 8, 9: 8, 11: 12, 5: 12, 7: 2, 10: 1}",4.66
53000,100,13,0.8259807229042053,0.5588018298149109,"{12: 1, 4: 6, 0: 29, 8: 4, 9: 2, 10: 3, 7: 5, 3: 20, 11: 1, 1: 6, 2: 19, 5: 3, 6: 1}",3.48
63000,100,15,0.8214167356491089,0.5039439797401428,"{0: 12, 8: 28, 7: 2, 10: 1, 4: 5, 13: 6, 9: 1, 11: 3, 6: 9, 14: 1, 2: 21, 5: 3, 1: 2, 12: 3, 3: 3}",4.05
73000,100,16,0.8221797943115234,0.4991932213306427,"{11: 4, 9: 18, 5: 22, 4: 2, 13: 22, 10: 1, 0: 6, 1: 3, 14: 4, 7: 4, 3: 2, 6: 2, 15: 2, 8: 4, 2: 3, 12: 1}",4.24
83000,100,19,0.8683889508247375,0.6014019250869751,"{4: 6, 11: 17, 6: 7, 2: 5, 12: 4, 7: 5, 14: 1, 0: 5, 18: 2, 5: 22, 15: 4, 13: 2, 9: 5, 3: 6, 16: 1, 1: 2, 8: 2, 10: 3, 17: 1}",4.37
93000,100,19,0.863115131855011,0.4886968731880188,"{1: 9, 5: 7, 18: 1, 16: 5, 11: 1, 2: 4, 7: 14, 8: 3, 14: 11, 0: 15, 9: 1, 13: 4, 4: 9, 6: 3, 3: 4, 10: 3, 15: 2, 17: 3, 12: 1}",5.12
103000,100,15,0.8592507243156433,0.56831294298172,"{0: 30, 12: 9, 7: 1, 1: 4, 9: 4, 4: 3, 11: 2, 6: 10, 14: 12, 2: 8, 8: 5, 10: 4, 13: 3, 5: 2, 3: 3}",6.21
113000,94,17,0.8580549359321594,0.5295639634132385,"{2: 15, 3: 17, 10: 1, 9: 6, 6: 3, 4: 4, 0: 8, 1: 2, 11: 14, 5: 2, 12: 2, 16: 12, 13: 2, 7: 3, 15: 1, 14: 1, 8: 1}",6.34
123000,70,13,0.8534547686576843,0.47531622648239136,"{1: 9, 0: 5, 6: 1, 8: 9, 4: 11, 5: 2, 7: 13, 10: 3, 9: 2, 3: 9, 2: 3, 11: 1, 12: 2}",6.57
133000,74,14,0.8584085702896118,0.4247830808162689,"{11: 5, 5: 5, 7: 1, 10: 9, 6: 11, 8: 2, 1: 15, 12: 4, 3: 4, 9: 2, 2: 3, 0: 2, 13: 1, 4: 10}",6.45
143000,75,15,0.862926185131073,0.5204979777336121,"{0: 7, 5: 2, 6: 4, 3: 19, 2: 5, 9: 9, 13: 1, 8: 2, 4: 4, 10: 11, 11: 1, 1: 4, 7: 2, 12: 2, 14: 2}",6.43
