checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,14,0.780691385269165,0.16630128026008606,"{13: 1, 9: 35, 4: 14, 11: 1, 0: 3, 7: 1, 8: 1, 1: 15, 3: 2, 12: 1, 2: 9, 10: 1, 5: 1, 6: 15}",7.35
13000,100,5,0.5119580626487732,0.1601460874080658,"{2: 70, 4: 5, 0: 16, 1: 7, 3: 2}",5.48
23000,100,7,0.5239465832710266,0.05263502895832062,"{0: 64, 1: 6, 6: 2, 5: 2, 2: 18, 4: 3, 3: 5}",5.59
33000,100,7,0.50928795337677,0.010436365380883217,"{1: 65, 4: 6, 3: 2, 0: 7, 2: 13, 5: 2, 6: 5}",5.40
43000,100,4,0.5126102566719055,0.028400540351867676,"{1: 65, 0: 18, 3: 2, 2: 15}",5.67
53000,100,5,0.49650445580482483,0.005488199181854725,"{2: 66, 0: 4, 1: 13, 3: 1, 4: 16}",5.28
63000,100,4,0.2893115282058716,0.0030441852286458015,"{3: 82, 0: 7, 1: 10, 2: 1}",6.94
73000,20,4,0.5760809779167175,0.253083199262619,"{3: 2, 0: 4, 1: 13, 2: 1}",7.25
83000,19,4,0.5565609931945801,0.23404107987880707,"{3: 2, 1: 3, 0: 13, 2: 1}",6.27
93000,19,4,0.5514598488807678,0.22062790393829346,"{2: 2, 1: 3, 0: 13, 3: 1}",6.34
103000,16,3,0.5188437700271606,0.1345304548740387,"{2: 2, 1: 3, 0: 11}",6.41
113000,15,2,0.3763526678085327,0.22809642553329468,"{1: 2, 0: 13}",6.39
123000,12,2,0.25070270895957947,2.5915063428527674e-09,"{0: 2, 1: 10}",6.29
133000,12,2,0.24869097769260406,2.915444667905831e-07,"{1: 2, 0: 10}",6.66
143000,12,2,0.2449333816766739,1.166177838740623e-07,"{1: 2, 0: 10}",6.43
