checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,10,0.8253058195114136,0.6497209072113037,"{1: 24, 0: 13, 8: 30, 4: 3, 3: 13, 9: 12, 5: 1, 7: 2, 6: 1, 2: 1}",4.94
13000,100,9,0.7187135219573975,0.4640667140483856,"{4: 55, 0: 8, 1: 9, 6: 15, 2: 4, 5: 3, 8: 1, 3: 4, 7: 1}",2.44
23000,100,6,0.7832013368606567,0.6509543657302856,"{5: 35, 3: 4, 1: 7, 0: 45, 2: 3, 4: 6}",2.51
33000,100,8,0.8093212246894836,0.6885613799095154,"{7: 19, 1: 8, 6: 4, 3: 18, 0: 43, 2: 4, 4: 2, 5: 2}",2.57
43000,100,3,0.7606754899024963,0.709255576133728,"{2: 40, 0: 59, 1: 1}",2.93
53000,100,4,0.7468413710594177,0.7078787088394165,"{0: 86, 1: 5, 2: 7, 3: 2}",3.41
63000,100,5,0.722713053226471,0.706605076789856,"{0: 95, 3: 1, 4: 1, 2: 2, 1: 1}",3.38
73000,100,2,0.6913393139839172,0.6752661466598511,"{0: 95, 1: 5}",4.20
83000,100,1,0.6843700408935547,0.6843700408935547,{0: 100},4.10
93000,100,2,0.6925415992736816,0.6863091588020325,"{0: 98, 1: 2}",5.76
103000,100,2,0.6814165711402893,0.6752563118934631,"{0: 98, 1: 2}",5.56
113000,83,1,0.6587076783180237,0.6587076783180237,{0: 83},6.59
123000,70,1,0.6560810208320618,0.6560810208320618,{0: 70},6.03
133000,67,2,0.6656954884529114,0.6420497894287109,"{0: 62, 1: 5}",5.87
143000,58,1,0.6664739847183228,0.6664739847183228,{0: 58},5.96
