checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,72,7,0.7709721326828003,0.6428834199905396,"{0: 44, 3: 1, 2: 4, 1: 7, 5: 6, 4: 7, 6: 3}",12.26
13000,100,5,0.5707225799560547,0.5291032791137695,"{1: 93, 0: 3, 2: 1, 4: 2, 3: 1}",4.19
23000,100,3,0.6220192909240723,0.567383348941803,"{2: 87, 0: 12, 1: 1}",3.55
33000,100,2,0.6165468692779541,0.5721607804298401,"{1: 91, 0: 9}",3.24
43000,100,5,0.6093608140945435,0.5820803046226501,"{0: 95, 4: 1, 1: 2, 3: 1, 2: 1}",2.99
53000,100,3,0.6398271918296814,0.5854480862617493,"{0: 87, 2: 10, 1: 3}",3.16
63000,100,4,0.6391434669494629,0.6083553433418274,"{0: 92, 1: 6, 3: 1, 2: 1}",3.17
73000,100,4,0.6439224481582642,0.5528695583343506,"{2: 80, 0: 13, 1: 6, 3: 1}",3.36
83000,100,3,0.6467292904853821,0.5752533674240112,"{0: 84, 1: 11, 2: 5}",3.56
93000,100,3,0.6664663553237915,0.5875018239021301,"{0: 81, 2: 18, 1: 1}",3.92
103000,100,2,0.631750226020813,0.5947380065917969,"{0: 91, 1: 9}",3.99
113000,100,2,0.5673937797546387,0.5474774241447449,"{0: 96, 1: 4}",5.37
123000,100,2,0.5605550408363342,0.5395239591598511,"{0: 96, 1: 4}",5.17
133000,89,2,0.5552577376365662,0.5184447169303894,"{0: 83, 1: 6}",6.50
143000,69,2,0.5418797135353088,0.5340576171875,"{0: 68, 1: 1}",6.33
