checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,9,0.7896423935890198,0.644554853439331,"{2: 14, 6: 34, 0: 39, 5: 5, 8: 2, 3: 2, 1: 2, 7: 1, 4: 1}",5.54
13000,100,6,0.7488022446632385,0.6928905248641968,"{4: 3, 2: 69, 0: 23, 1: 2, 5: 2, 3: 1}",3.28
23000,100,2,0.6976531147956848,0.6946685314178467,"{0: 99, 1: 1}",2.97
33000,100,2,0.7350443601608276,0.6637967228889465,"{1: 42, 0: 58}",3.16
43000,100,1,0.6999467611312866,0.6999467611312866,{0: 100},3.28
53000,100,2,0.6840187311172485,0.678733766078949,"{1: 98, 0: 2}",3.71
63000,100,1,0.6443169713020325,0.6443169713020325,{0: 100},5.05
73000,100,2,0.657680094242096,0.6546676754951477,"{0: 99, 1: 1}",3.22
83000,100,3,0.6671946048736572,0.6599012613296509,"{0: 98, 2: 1, 1: 1}",4.55
93000,100,1,0.6628180146217346,0.6628180146217346,{0: 100},5.06
103000,100,1,0.6485617160797119,0.6485617160797119,{0: 100},5.62
113000,95,2,0.6351186037063599,0.629705011844635,"{0: 94, 1: 1}",8.47
123000,85,2,0.6303770542144775,0.6245918273925781,"{0: 84, 1: 1}",6.75
133000,58,2,0.6381198763847351,0.6297141909599304,"{0: 57, 1: 1}",6.53
143000,69,3,0.6249041557312012,0.6054584980010986,"{0: 66, 2: 2, 1: 1}",6.60
