checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,6,0.7929887771606445,0.7063791155815125,"{0: 58, 1: 15, 5: 6, 2: 9, 3: 4, 4: 8}",9.59
13000,100,8,0.6658026576042175,0.3872936964035034,"{7: 1, 1: 45, 5: 47, 2: 2, 0: 2, 3: 1, 6: 1, 4: 1}",2.66
23000,100,2,0.4323086440563202,0.1126139760017395,"{1: 68, 0: 32}",1.64
33000,100,4,0.6597796082496643,0.6188303828239441,"{2: 91, 3: 1, 0: 6, 1: 2}",3.91
43000,100,3,0.641266942024231,0.6261489391326904,"{2: 97, 1: 1, 0: 2}",4.12
53000,100,2,0.6221445202827454,0.6171081066131592,"{0: 99, 1: 1}",3.98
63000,100,4,0.5959973931312561,0.5747153759002686,"{2: 96, 0: 2, 3: 1, 1: 1}",3.58
73000,100,2,0.6234723925590515,0.5959598422050476,"{0: 93, 1: 7}",3.80
83000,100,1,0.5923887491226196,0.5923887491226196,{0: 100},3.89
93000,100,1,0.5686274766921997,0.5686274766921997,{0: 100},4.24
103000,100,1,0.5417013168334961,0.5417013168334961,{0: 100},4.60
113000,100,1,0.5379032492637634,0.5379032492637634,{0: 100},4.60
123000,100,1,0.5061565041542053,0.5061565041542053,{0: 100},4.92
133000,100,1,0.5069418549537659,0.5069418549537659,{0: 100},4.78
143000,100,1,0.5032200813293457,0.5032200813293457,{0: 100},4.93
