checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,8,0.8073719143867493,0.6962171196937561,"{5: 19, 7: 3, 4: 58, 1: 9, 0: 3, 2: 3, 6: 2, 3: 3}",5.55
13000,100,11,0.8358903527259827,0.5401479601860046,"{8: 22, 5: 6, 4: 16, 2: 7, 0: 2, 1: 10, 9: 5, 6: 3, 7: 3, 3: 24, 10: 2}",3.29
23000,100,13,0.8725593686103821,0.6678940057754517,"{6: 3, 0: 21, 5: 18, 1: 16, 2: 6, 3: 9, 12: 4, 10: 1, 11: 3, 8: 5, 7: 2, 4: 10, 9: 2}",2.80
33000,100,13,0.865535318851471,0.6606065034866333,"{3: 9, 1: 4, 0: 19, 6: 15, 2: 21, 12: 4, 8: 17, 5: 3, 11: 1, 10: 1, 7: 3, 4: 2, 9: 1}",2.69
43000,100,13,0.8446301817893982,0.6280146837234497,"{0: 25, 4: 10, 9: 9, 3: 2, 5: 15, 2: 20, 12: 5, 1: 4, 10: 4, 7: 2, 6: 2, 8: 1, 11: 1}",2.48
53000,100,12,0.8384169936180115,0.7263559699058533,"{0: 50, 5: 6, 1: 5, 6: 3, 7: 3, 9: 14, 3: 5, 2: 6, 8: 3, 11: 2, 4: 2, 10: 1}",2.47
63000,100,11,0.8377397060394287,0.7064254879951477,"{0: 54, 10: 8, 7: 3, 1: 3, 2: 2, 6: 7, 4: 10, 3: 2, 5: 4, 9: 3, 8: 4}",2.27
73000,100,9,0.8269361853599548,0.6780421733856201,"{8: 20, 0: 12, 1: 34, 2: 19, 6: 1, 5: 3, 3: 4, 7: 3, 4: 4}",2.22
83000,100,9,0.8082531094551086,0.676607608795166,"{4: 52, 5: 4, 2: 18, 7: 4, 3: 3, 0: 13, 8: 2, 1: 2, 6: 2}",2.32
93000,100,8,0.7835334539413452,0.6484834551811218,"{6: 52, 5: 2, 0: 23, 4: 3, 1: 2, 2: 12, 3: 5, 7: 1}",2.22
103000,100,6,0.7720838189125061,0.6518487930297852,"{5: 55, 2: 12, 0: 26, 4: 2, 3: 2, 1: 3}",2.35
113000,100,6,0.7725059390068054,0.6426363587379456,"{5: 55, 0: 24, 2: 14, 1: 2, 4: 3, 3: 2}",2.47
123000,100,7,0.785607099533081,0.6483654975891113,"{6: 51, 2: 20, 0: 18, 4: 3, 5: 3, 1: 3, 3: 2}",2.40
133000,100,7,0.7830196022987366,0.6344060301780701,"{5: 49, 2: 16, 0: 26, 6: 2, 1: 4, 3: 2, 4: 1}",2.51
143000,100,6,0.7840120792388916,0.6576704382896423,"{0: 49, 2: 29, 1: 13, 4: 5, 5: 2, 3: 2}",2.45
