checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,5,0.7709648013114929,0.6581627726554871,"{3: 23, 2: 10, 1: 57, 0: 7, 4: 3}",6.76
13000,100,8,0.8148159980773926,0.7013377547264099,"{0: 55, 3: 14, 1: 6, 2: 8, 6: 2, 5: 1, 4: 4, 7: 10}",3.84
23000,100,11,0.8135718107223511,0.633237361907959,"{0: 8, 1: 27, 8: 34, 9: 9, 6: 2, 4: 4, 2: 4, 3: 7, 10: 1, 5: 2, 7: 2}",2.92
33000,100,10,0.8280317783355713,0.6264801621437073,"{0: 26, 4: 15, 2: 4, 3: 25, 9: 6, 6: 12, 1: 6, 8: 4, 7: 1, 5: 1}",2.71
43000,100,9,0.8228594660758972,0.6081082820892334,"{2: 8, 0: 27, 7: 18, 3: 28, 1: 8, 5: 5, 6: 3, 8: 1, 4: 2}",2.74
53000,100,8,0.8026974201202393,0.6883293986320496,"{7: 4, 1: 5, 0: 61, 2: 9, 3: 15, 4: 3, 5: 2, 6: 1}",2.44
63000,100,6,0.803003191947937,0.6476361751556396,"{5: 41, 2: 30, 0: 23, 1: 2, 4: 3, 3: 1}",2.59
73000,100,5,0.7456495761871338,0.6507089734077454,"{2: 6, 0: 70, 4: 8, 1: 14, 3: 2}",2.59
83000,100,2,0.728359580039978,0.6724149584770203,"{0: 80, 1: 20}",2.69
93000,100,2,0.7155514359474182,0.6450915932655334,"{0: 70, 1: 30}",2.42
103000,100,1,0.716522753238678,0.716522753238678,{0: 100},2.59
113000,100,1,0.6757408976554871,0.6757408976554871,{0: 100},2.71
123000,100,1,0.6784714460372925,0.6784714460372925,{0: 100},2.66
133000,100,1,0.6841114163398743,0.6841114163398743,{0: 100},2.60
143000,100,1,0.689253568649292,0.689253568649292,{0: 100},2.76
