checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,11,0.8328644037246704,0.6597400307655334,"{6: 8, 2: 17, 0: 14, 1: 36, 4: 5, 5: 1, 3: 11, 8: 1, 10: 4, 7: 2, 9: 1}",4.45
13000,100,8,0.8218255043029785,0.6898834109306335,"{1: 7, 7: 10, 4: 16, 0: 47, 6: 1, 3: 3, 2: 11, 5: 5}",3.68
23000,100,4,0.12101896852254868,0.0016110046999529004,"{2: 93, 0: 2, 1: 3, 3: 2}",1.54
33000,100,4,0.20617876946926117,0.07489827275276184,"{2: 91, 1: 5, 0: 3, 3: 1}",1.57
43000,100,2,0.1073751449584961,0.032888296991586685,"{1: 95, 0: 5}",1.56
53000,100,4,0.11160960048437119,0.04489615559577942,"{0: 96, 2: 1, 1: 2, 3: 1}",1.57
63000,100,3,0.2171233594417572,0.029272373765707016,"{0: 87, 2: 1, 1: 12}",1.54
73000,100,2,0.17032213509082794,0.024133840575814247,"{1: 90, 0: 10}",1.52
83000,100,2,0.15777967870235443,0.007945185527205467,"{1: 90, 0: 10}",1.64
93000,100,1,0.06262186169624329,0.06262186169624329,{0: 100},2.94
103000,100,1,0.04644021391868591,0.04644021391868591,{0: 100},1.58
113000,100,1,0.015756579115986824,0.015756579115986824,{0: 100},1.54
123000,100,1,0.0009174863225780427,0.0009174863225780427,{0: 100},1.56
133000,100,2,0.01700596883893013,0.0005555555108003318,"{0: 99, 1: 1}",1.58
143000,100,2,0.01785482093691826,0.0005286088562570512,"{0: 99, 1: 1}",1.56
