checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,84,7,0.805374026298523,0.6940871477127075,"{0: 39, 1: 5, 2: 24, 6: 5, 3: 3, 5: 3, 4: 5}",11.12
13000,100,2,0.6432690024375916,0.6400610208511353,"{0: 99, 1: 1}",3.20
23000,100,1,0.4952174723148346,0.4952174723148346,{0: 100},2.83
33000,100,1,0.4807780086994171,0.4807780086994171,{0: 100},2.88
43000,100,1,0.4086402356624603,0.4086402356624603,{0: 100},2.70
53000,100,1,0.42044132947921753,0.42044132947921753,{0: 100},2.78
63000,100,1,0.4316677451133728,0.4316677451133728,{0: 100},2.69
73000,100,1,0.41372084617614746,0.41372084617614746,{0: 100},2.78
83000,100,1,0.400083065032959,0.400083065032959,{0: 100},2.63
93000,100,1,0.4059094786643982,0.4059094786643982,{0: 100},2.62
103000,100,1,0.4105941653251648,0.4105941653251648,{0: 100},2.61
113000,100,1,0.39296844601631165,0.39296844601631165,{0: 100},2.61
123000,100,1,0.37887242436408997,0.37887242436408997,{0: 100},2.81
133000,100,1,0.39697039127349854,0.39697039127349854,{0: 100},2.75
143000,100,1,0.39795365929603577,0.39795365929603577,{0: 100},2.78
