checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,59,0.929469108581543,0.3112839162349701,"{8: 3, 50: 1, 4: 2, 41: 1, 34: 1, 32: 1, 40: 1, 0: 9, 6: 2, 43: 1, 12: 2, 9: 2, 37: 1, 49: 1, 42: 1, 30: 3, 16: 3, 44: 1, 31: 1, 58: 1, 24: 1, 57: 1, 21: 2, 10: 2, 7: 2, 14: 3, 28: 1, 47: 1, 15: 2, 48: 1, 13: 2, 17: 2, 39: 1, 3: 3, 29: 1, 54: 1, 23: 1, 1: 2, 38: 1, 2: 3, 5: 6, 36: 1, 20: 1, 25: 5, 35: 1, 56: 1, 51: 1, 22: 2, 52: 1, 11: 1, 33: 1, 18: 1, 19: 1, 55: 1, 53: 1, 45: 1, 27: 1, 46: 1, 26: 1}",3.81
13000,100,33,0.8889557719230652,0.2542213797569275,"{8: 3, 32: 1, 0: 19, 9: 3, 25: 1, 10: 2, 23: 1, 12: 2, 17: 3, 29: 1, 21: 2, 16: 1, 3: 16, 2: 4, 19: 1, 31: 1, 22: 1, 18: 7, 24: 1, 11: 1, 1: 8, 15: 1, 13: 2, 5: 5, 4: 2, 28: 1, 30: 1, 26: 3, 14: 1, 7: 1, 27: 1, 20: 1, 6: 2}",3.24
23000,100,28,0.86098712682724,0.13330043852329254,"{16: 6, 3: 17, 27: 1, 18: 1, 21: 1, 19: 1, 15: 1, 6: 22, 25: 1, 1: 2, 8: 3, 12: 2, 22: 1, 17: 1, 5: 6, 26: 1, 2: 2, 20: 1, 13: 8, 4: 2, 10: 3, 7: 2, 0: 2, 23: 1, 11: 3, 9: 1, 14: 7, 24: 1}",3.18
33000,100,23,0.8107436895370483,0.1299213021993637,"{9: 2, 17: 1, 3: 17, 0: 3, 21: 1, 15: 1, 19: 1, 6: 33, 11: 1, 4: 2, 14: 2, 7: 3, 10: 6, 18: 1, 20: 9, 12: 1, 2: 7, 1: 2, 16: 1, 22: 1, 13: 3, 8: 1, 5: 1}",3.89
43000,100,18,0.8394616842269897,0.1968487799167633,"{1: 3, 0: 20, 15: 1, 2: 12, 12: 1, 4: 22, 3: 2, 9: 4, 13: 10, 10: 1, 6: 14, 11: 1, 16: 1, 7: 1, 17: 1, 8: 1, 5: 4, 14: 1}",3.52
53000,100,17,0.8014857769012451,0.1910076141357422,"{1: 26, 0: 15, 15: 1, 16: 1, 13: 1, 2: 5, 11: 1, 6: 9, 7: 4, 10: 1, 4: 10, 3: 8, 5: 14, 12: 1, 8: 1, 9: 1, 14: 1}",3.27
63000,100,18,0.7912270426750183,0.16246657073497772,"{0: 24, 17: 12, 2: 5, 13: 1, 11: 1, 10: 1, 6: 8, 5: 18, 14: 1, 15: 1, 3: 4, 16: 1, 8: 2, 1: 2, 4: 3, 7: 13, 12: 1, 9: 2}",3.35
73000,100,16,0.7675043344497681,0.23477432131767273,"{2: 21, 0: 26, 5: 5, 11: 3, 12: 1, 9: 1, 1: 26, 14: 1, 3: 4, 10: 1, 4: 1, 6: 5, 15: 1, 7: 1, 13: 2, 8: 1}",3.05
83000,100,15,0.7773568630218506,0.20513540506362915,"{4: 17, 1: 24, 2: 5, 0: 2, 10: 2, 3: 28, 8: 1, 12: 4, 13: 2, 6: 6, 14: 1, 11: 1, 7: 1, 9: 3, 5: 3}",3.17
93000,100,12,0.735463559627533,0.12928016483783722,"{0: 20, 4: 7, 8: 7, 1: 2, 3: 44, 6: 1, 7: 4, 10: 9, 2: 2, 11: 1, 5: 1, 9: 2}",4.09
103000,100,13,0.6968512535095215,0.11689064651727676,"{11: 2, 3: 6, 1: 3, 9: 1, 4: 49, 6: 2, 2: 6, 10: 4, 0: 8, 8: 14, 5: 2, 7: 2, 12: 1}",5.33
113000,98,11,0.6503902077674866,0.10151898115873337,"{3: 2, 4: 8, 1: 7, 2: 50, 9: 1, 5: 5, 7: 1, 8: 1, 0: 5, 10: 17, 6: 1}",6.69
123000,95,9,0.6269488334655762,0.15381254255771637,"{5: 2, 0: 25, 3: 5, 2: 49, 1: 3, 8: 2, 7: 1, 6: 7, 4: 1}",6.37
133000,93,10,0.6205809116363525,0.09917642921209335,"{6: 2, 3: 8, 0: 5, 5: 49, 1: 3, 8: 2, 7: 1, 2: 5, 4: 17, 9: 1}",6.06
143000,66,9,0.7025524377822876,0.04502982273697853,"{6: 2, 1: 8, 0: 4, 2: 19, 7: 1, 8: 4, 4: 10, 3: 17, 5: 1}",6.11
