checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,77,13,0.8466481566429138,0.2857808768749237,"{0: 15, 3: 7, 1: 22, 7: 8, 6: 1, 9: 7, 11: 1, 2: 2, 8: 4, 10: 2, 5: 4, 4: 3, 12: 1}",12.40
13000,26,4,0.7279548048973083,0.4715917408466339,"{0: 17, 1: 4, 3: 4, 2: 1}",6.39
23000,18,3,0.6221560835838318,0.39821335673332214,"{0: 12, 2: 5, 1: 1}",6.47
33000,20,3,0.6956889629364014,0.3950580060482025,"{2: 11, 0: 6, 1: 3}",6.34
43000,15,2,0.5368911623954773,0.4163813889026642,"{1: 13, 0: 2}",6.28
53000,18,2,0.5615167617797852,0.5245687961578369,"{0: 17, 1: 1}",6.51
63000,13,1,0.4120040833950043,0.4120040833950043,{0: 13},6.30
73000,11,1,0.3745740056037903,0.3745740056037903,{0: 11},6.32
83000,13,1,0.43433457612991333,0.43433457612991333,{0: 13},6.30
93000,11,1,0.378374308347702,0.378374308347702,{0: 11},6.21
103000,12,2,0.4882396459579468,0.38381853699684143,"{0: 11, 1: 1}",7.07
113000,2,1,0.7811186909675598,0.7811186909675598,{0: 2},6.34
123000,2,1,0.7841671705245972,0.7841671705245972,{0: 2},6.39
133000,2,1,0.7795424461364746,0.7795424461364746,{0: 2},6.42
143000,2,1,0.7701598405838013,0.7701598405838013,{0: 2},6.45
