checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,9,0.7841825485229492,0.6228994727134705,"{1: 26, 7: 2, 0: 48, 8: 8, 6: 3, 3: 8, 5: 1, 4: 2, 2: 2}",4.26
13000,100,4,0.7640132904052734,0.7537517547607422,"{0: 93, 2: 4, 1: 2, 3: 1}",2.62
23000,100,1,0.7217763066291809,0.7217763066291809,{0: 100},2.67
33000,100,1,0.7055470943450928,0.7055470943450928,{0: 100},2.80
43000,100,2,0.7145420908927917,0.711349368095398,"{0: 99, 1: 1}",2.97
53000,100,2,0.6862989068031311,0.6828203201293945,"{0: 99, 1: 1}",2.77
63000,100,1,0.6679513454437256,0.6679513454437256,{0: 100},2.76
73000,100,2,0.6037421822547913,0.5989919304847717,"{0: 99, 1: 1}",3.33
83000,100,1,0.5664699673652649,0.5664699673652649,{0: 100},3.13
93000,100,1,0.5629809498786926,0.5629809498786926,{0: 100},3.20
103000,100,1,0.5481930375099182,0.5481930375099182,{0: 100},3.05
113000,100,1,0.4926837086677551,0.4926837086677551,{0: 100},5.11
123000,100,1,0.5154491066932678,0.5154491066932678,{0: 100},4.47
133000,100,1,0.5475626587867737,0.5475626587867737,{0: 100},4.30
143000,100,1,0.5522688627243042,0.5522688627243042,{0: 100},3.90
