checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,36,0.9185597896575928,0.11046365648508072,"{4: 5, 30: 2, 2: 5, 29: 1, 6: 3, 10: 9, 5: 8, 23: 7, 8: 4, 3: 5, 24: 1, 11: 2, 32: 1, 17: 3, 28: 1, 19: 1, 15: 4, 34: 1, 33: 1, 35: 1, 22: 3, 1: 2, 13: 2, 25: 1, 18: 2, 16: 1, 27: 1, 0: 4, 12: 2, 14: 2, 9: 7, 26: 2, 7: 2, 20: 1, 21: 2, 31: 1}",3.65
13000,100,33,0.880950927734375,0.05627191811800003,"{5: 3, 7: 5, 6: 4, 0: 19, 1: 3, 31: 1, 12: 3, 25: 1, 32: 1, 3: 4, 14: 4, 22: 1, 10: 3, 8: 3, 27: 1, 28: 1, 18: 2, 19: 1, 30: 1, 26: 1, 13: 1, 15: 1, 4: 14, 29: 1, 2: 7, 11: 6, 21: 1, 16: 1, 17: 1, 20: 1, 9: 2, 23: 1, 24: 1}",6.16
23000,82,24,0.8459286093711853,0.06811430305242538,"{7: 2, 19: 3, 10: 10, 6: 17, 16: 1, 13: 1, 17: 1, 23: 1, 9: 4, 12: 1, 2: 5, 11: 1, 0: 3, 21: 1, 4: 7, 18: 1, 5: 4, 8: 7, 1: 5, 3: 3, 20: 1, 22: 1, 14: 1, 15: 1}",6.41
33000,61,16,0.8093428611755371,0.1610102355480194,"{11: 3, 13: 10, 0: 3, 15: 1, 1: 18, 6: 2, 12: 2, 2: 11, 9: 1, 14: 1, 8: 1, 4: 2, 5: 2, 3: 2, 10: 1, 7: 1}",5.70
43000,47,17,0.827832818031311,0.09946780651807785,"{5: 3, 0: 2, 1: 6, 9: 2, 15: 1, 4: 4, 13: 1, 12: 3, 2: 12, 11: 2, 6: 3, 16: 1, 7: 2, 14: 1, 3: 2, 10: 1, 8: 1}",5.76
53000,33,11,0.7931404709815979,0.060581937432289124,"{6: 3, 9: 1, 2: 2, 0: 6, 1: 4, 8: 10, 3: 2, 7: 1, 4: 2, 10: 1, 5: 1}",5.61
63000,27,13,0.87103271484375,0.16283461451530457,"{5: 3, 9: 1, 12: 1, 0: 6, 2: 2, 1: 4, 4: 2, 3: 2, 11: 1, 10: 2, 6: 1, 7: 1, 8: 1}",5.61
73000,35,12,0.8335781693458557,0.08428505063056946,"{1: 10, 9: 1, 4: 2, 3: 4, 2: 3, 6: 2, 10: 1, 0: 6, 8: 1, 5: 3, 11: 1, 7: 1}",5.75
83000,16,8,0.8207407593727112,2.3416110650487099e-07,"{2: 2, 1: 4, 3: 4, 0: 2, 5: 1, 7: 1, 4: 1, 6: 1}",5.75
93000,8,4,0.6507059335708618,3.4059798537100505e-08,"{0: 2, 1: 4, 3: 1, 2: 1}",5.75
103000,8,4,0.6665187478065491,0.0,"{1: 2, 0: 4, 3: 1, 2: 1}",5.63
113000,5,2,0.40171942114830017,0.0,"{0: 4, 1: 1}",5.68
123000,3,2,0.5601733326911926,0.0,"{0: 2, 1: 1}",5.93
133000,4,3,0.72820645570755,0.0,"{2: 1, 0: 2, 1: 1}",5.86
143000,2,2,0.9531570672988892,nan,"{1: 1, 0: 1}",5.91
