checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,58,0.9268321990966797,0.10395456850528717,"{14: 2, 4: 2, 50: 1, 53: 1, 5: 2, 1: 10, 2: 10, 0: 8, 36: 1, 13: 2, 43: 1, 54: 1, 40: 1, 31: 1, 44: 1, 55: 1, 35: 1, 52: 1, 20: 2, 49: 1, 37: 1, 6: 2, 41: 1, 26: 1, 45: 1, 56: 1, 46: 1, 32: 1, 34: 1, 22: 1, 51: 1, 25: 1, 11: 4, 30: 1, 33: 1, 15: 1, 47: 1, 48: 1, 38: 1, 18: 1, 39: 1, 23: 1, 24: 1, 21: 1, 16: 1, 57: 1, 28: 1, 27: 1, 8: 2, 9: 4, 42: 1, 7: 1, 29: 1, 17: 3, 3: 3, 12: 1, 10: 1, 19: 1}",2.98
13000,100,21,0.7270880937576294,0.25500693917274475,"{0: 55, 1: 2, 13: 1, 6: 2, 19: 1, 2: 3, 12: 1, 11: 1, 5: 1, 20: 1, 7: 7, 8: 10, 17: 1, 18: 1, 3: 2, 16: 1, 14: 2, 9: 4, 10: 1, 15: 1, 4: 2}",2.88
23000,100,21,0.7138545513153076,0.14105188846588135,"{5: 51, 1: 2, 2: 7, 18: 1, 0: 4, 9: 4, 6: 4, 3: 2, 13: 1, 8: 6, 17: 1, 15: 2, 14: 1, 7: 2, 19: 1, 11: 1, 16: 2, 12: 1, 20: 1, 4: 5, 10: 1}",5.68
33000,70,20,0.8701016306877136,0.02411019429564476,"{5: 10, 14: 1, 2: 3, 3: 5, 0: 2, 1: 9, 11: 1, 6: 4, 17: 1, 13: 2, 15: 1, 18: 1, 19: 1, 12: 1, 16: 9, 10: 1, 7: 2, 4: 2, 9: 13, 8: 1}",6.40
43000,86,18,0.7153277397155762,0.08209110051393509,"{12: 2, 10: 2, 17: 1, 0: 44, 5: 8, 1: 10, 11: 1, 3: 4, 16: 1, 2: 2, 6: 2, 9: 1, 14: 1, 15: 1, 8: 1, 4: 3, 7: 1, 13: 1}",5.73
53000,87,16,0.6947100162506104,0.07714097946882248,"{10: 2, 4: 8, 5: 4, 0: 3, 2: 43, 3: 9, 13: 1, 12: 4, 15: 1, 9: 1, 7: 2, 6: 3, 8: 1, 14: 1, 1: 2, 11: 2}",5.79
63000,64,10,0.5010005831718445,0.07920878380537033,"{0: 45, 4: 8, 3: 2, 5: 1, 8: 1, 6: 1, 7: 1, 1: 2, 9: 1, 2: 2}",5.85
73000,59,11,0.4535723030567169,0.08383756875991821,"{9: 1, 8: 1, 0: 45, 1: 4, 10: 1, 5: 1, 4: 1, 6: 1, 7: 1, 3: 1, 2: 2}",5.76
83000,54,7,0.3498963415622711,0.08291079103946686,"{3: 1, 0: 45, 2: 4, 4: 1, 5: 1, 6: 1, 1: 1}",5.66
93000,52,7,0.3087630569934845,0.08608522266149521,"{3: 1, 0: 45, 1: 2, 4: 1, 6: 1, 5: 1, 2: 1}",5.73
103000,58,6,0.4282098114490509,0.07982571423053741,"{5: 1, 0: 45, 2: 8, 1: 2, 3: 1, 4: 1}",5.79
113000,53,7,0.32301515340805054,0.07950617372989655,"{5: 1, 0: 45, 1: 2, 3: 2, 4: 1, 6: 1, 2: 1}",5.71
123000,43,6,0.2891702950000763,1.886222983360497e-10,"{4: 1, 2: 36, 0: 2, 1: 2, 3: 1, 5: 1}",5.60
133000,43,6,0.288214772939682,1.1902066887614637e-07,"{4: 1, 0: 36, 2: 2, 1: 2, 3: 1, 5: 1}",5.85
143000,45,8,0.3480514883995056,2.8293342668739285e-10,"{4: 1, 2: 36, 7: 1, 0: 2, 1: 2, 6: 1, 5: 1, 3: 1}",5.67
