checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,37,0.9118170142173767,0.23973512649536133,"{9: 2, 23: 1, 29: 5, 18: 6, 2: 11, 8: 7, 24: 1, 31: 1, 13: 3, 27: 1, 1: 6, 26: 1, 33: 1, 30: 1, 36: 1, 4: 7, 21: 1, 20: 1, 14: 7, 3: 3, 35: 1, 6: 8, 22: 1, 25: 1, 34: 1, 0: 3, 32: 1, 15: 1, 28: 1, 12: 5, 17: 2, 10: 1, 5: 3, 16: 1, 19: 1, 7: 1, 11: 1}",3.02
13000,100,26,0.8517656922340393,0.3684251010417938,"{25: 1, 2: 12, 7: 4, 10: 10, 8: 9, 18: 1, 0: 2, 14: 1, 1: 26, 17: 2, 3: 5, 12: 2, 21: 3, 19: 3, 5: 4, 16: 1, 20: 1, 22: 2, 23: 1, 11: 2, 4: 2, 13: 1, 9: 2, 6: 1, 24: 1, 15: 1}",2.71
23000,100,15,0.7555181980133057,0.23681584000587463,"{4: 38, 2: 12, 0: 19, 14: 2, 11: 1, 6: 2, 3: 3, 12: 1, 10: 1, 7: 2, 5: 5, 1: 5, 9: 7, 13: 1, 8: 1}",2.43
33000,100,7,0.5474623441696167,0.2769821584224701,"{2: 72, 0: 6, 5: 1, 1: 11, 4: 2, 3: 7, 6: 1}",2.29
43000,100,8,0.5431276559829712,0.25527289509773254,"{3: 70, 0: 10, 5: 1, 4: 1, 1: 11, 7: 2, 2: 4, 6: 1}",2.38
53000,100,10,0.5292004346847534,0.16952164471149445,"{1: 67, 8: 1, 0: 4, 4: 12, 2: 3, 5: 2, 3: 7, 7: 2, 6: 1, 9: 1}",2.76
63000,100,8,0.45535722374916077,0.1900327503681183,"{1: 75, 6: 1, 3: 12, 0: 2, 7: 7, 5: 1, 2: 1, 4: 1}",2.78
73000,100,6,0.42809855937957764,0.33559465408325195,"{0: 92, 1: 2, 4: 1, 3: 3, 5: 1, 2: 1}",2.36
83000,100,4,0.36112064123153687,0.19916972517967224,"{1: 83, 0: 15, 3: 1, 2: 1}",3.07
93000,100,5,0.5269050598144531,0.22055113315582275,"{0: 66, 3: 28, 2: 1, 1: 4, 4: 1}",6.08
103000,100,4,0.49703317880630493,0.06728096306324005,"{3: 58, 0: 6, 2: 34, 1: 2}",5.73
113000,42,3,0.42980390787124634,0.2518804669380188,"{1: 37, 0: 4, 2: 1}",5.90
123000,42,3,0.4288844168186188,0.2522050440311432,"{1: 37, 0: 4, 2: 1}",5.86
133000,42,3,0.42719149589538574,0.24947898089885712,"{1: 37, 0: 4, 2: 1}",5.93
143000,100,3,0.4007887542247772,0.06429892033338547,"{2: 62, 0: 37, 1: 1}",5.67
