checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,56,0.936276912689209,0.16048169136047363,"{33: 2, 16: 3, 4: 4, 42: 1, 50: 1, 54: 1, 43: 1, 55: 1, 29: 1, 41: 1, 28: 1, 51: 1, 37: 1, 0: 9, 10: 2, 20: 1, 1: 3, 8: 3, 31: 1, 44: 1, 40: 1, 36: 1, 32: 1, 7: 9, 11: 2, 27: 1, 12: 3, 34: 1, 2: 2, 49: 1, 53: 1, 5: 6, 21: 1, 45: 1, 46: 1, 39: 1, 25: 3, 47: 1, 35: 1, 3: 4, 18: 2, 48: 1, 19: 2, 52: 1, 9: 2, 30: 1, 14: 1, 13: 1, 22: 1, 17: 1, 6: 1, 24: 1, 26: 1, 23: 1, 15: 1, 38: 1}",3.71
13000,100,38,0.865944504737854,0.01682926155626774,"{23: 1, 11: 9, 24: 4, 29: 1, 31: 1, 37: 1, 27: 1, 22: 1, 26: 1, 30: 1, 36: 1, 3: 2, 9: 24, 18: 1, 34: 1, 33: 1, 0: 6, 25: 1, 7: 2, 32: 1, 35: 1, 2: 3, 5: 2, 20: 1, 28: 1, 1: 4, 21: 1, 15: 5, 4: 2, 16: 2, 10: 1, 8: 5, 14: 1, 17: 1, 12: 1, 6: 5, 19: 2, 13: 1}",4.48
23000,96,32,0.7288374900817871,3.2281044504145484e-09,"{21: 1, 26: 1, 20: 1, 14: 45, 3: 2, 4: 2, 5: 6, 18: 1, 29: 3, 6: 2, 31: 1, 25: 1, 24: 1, 22: 1, 28: 1, 23: 1, 27: 1, 2: 6, 30: 1, 13: 1, 11: 1, 15: 1, 1: 2, 16: 1, 17: 1, 7: 1, 10: 1, 9: 4, 8: 1, 0: 2, 12: 1, 19: 1}",7.07
33000,85,22,0.6841898560523987,0.0006463166209869087,"{13: 1, 21: 1, 12: 1, 0: 2, 4: 46, 10: 2, 17: 1, 3: 5, 7: 2, 14: 1, 2: 2, 19: 1, 20: 1, 16: 1, 1: 6, 15: 1, 11: 1, 6: 1, 9: 1, 5: 5, 8: 2, 18: 1}",5.80
43000,100,31,0.8311081528663635,0.007153971120715141,"{0: 2, 29: 1, 6: 4, 19: 1, 16: 1, 21: 1, 25: 1, 3: 2, 7: 37, 8: 2, 5: 3, 12: 5, 1: 2, 23: 1, 14: 2, 17: 4, 22: 1, 15: 3, 20: 4, 2: 6, 28: 1, 18: 1, 24: 1, 27: 1, 30: 1, 9: 2, 11: 1, 4: 2, 26: 1, 10: 5, 13: 1}",5.53
53000,54,24,0.8836448788642883,0.10067565739154816,"{14: 3, 4: 8, 9: 2, 17: 1, 13: 1, 3: 2, 10: 3, 2: 3, 7: 4, 1: 2, 20: 1, 12: 2, 5: 4, 6: 4, 22: 1, 19: 1, 21: 1, 16: 2, 23: 1, 11: 3, 0: 2, 18: 1, 8: 1, 15: 1}",5.73
63000,60,23,0.8792815208435059,0.13318555057048798,"{4: 3, 0: 6, 18: 2, 22: 1, 16: 1, 8: 12, 10: 3, 3: 6, 1: 2, 21: 1, 19: 1, 17: 1, 7: 4, 6: 4, 13: 1, 11: 1, 2: 2, 15: 3, 9: 2, 12: 1, 5: 1, 14: 1, 20: 1}",5.68
73000,50,26,0.8788442611694336,0.121543288230896,"{9: 2, 16: 5, 24: 1, 0: 6, 18: 1, 17: 1, 23: 1, 22: 1, 21: 1, 5: 3, 2: 2, 25: 1, 20: 1, 7: 4, 11: 1, 6: 4, 4: 3, 13: 1, 1: 2, 14: 1, 19: 1, 3: 2, 10: 1, 12: 1, 8: 1, 15: 2}",5.63
83000,48,19,0.8753094673156738,0.18950943648815155,"{2: 3, 6: 2, 5: 5, 3: 4, 4: 5, 17: 1, 0: 2, 16: 1, 7: 3, 8: 5, 13: 1, 12: 4, 18: 4, 1: 3, 11: 1, 14: 1, 10: 1, 15: 1, 9: 1}",5.90
93000,40,17,0.8499301075935364,0.18017427623271942,"{5: 3, 3: 3, 12: 5, 16: 1, 1: 3, 13: 1, 0: 6, 14: 1, 2: 2, 10: 4, 4: 4, 15: 1, 6: 1, 9: 1, 8: 1, 7: 1, 11: 2}",5.79
103000,37,15,0.8153810501098633,0.37516263127326965,"{1: 4, 3: 3, 2: 4, 0: 9, 9: 1, 8: 4, 6: 4, 12: 1, 14: 1, 10: 1, 11: 1, 4: 1, 13: 1, 7: 1, 5: 1}",5.78
113000,25,14,0.8377705812454224,0.23113450407981873,"{12: 1, 1: 3, 0: 4, 9: 1, 6: 4, 2: 4, 13: 1, 8: 1, 11: 1, 10: 1, 7: 1, 3: 1, 4: 1, 5: 1}",5.68
123000,26,12,0.7802215218544006,0.3384082317352295,"{10: 1, 11: 1, 0: 9, 5: 1, 2: 4, 1: 4, 9: 1, 6: 1, 4: 1, 8: 1, 7: 1, 3: 1}",5.71
133000,24,9,0.7604045867919922,0.3976193368434906,"{2: 2, 1: 3, 7: 1, 4: 9, 5: 1, 6: 4, 0: 2, 8: 1, 3: 1}",5.75
143000,22,9,0.7772979140281677,0.3279579281806946,"{0: 5, 1: 2, 6: 1, 3: 6, 2: 4, 4: 1, 7: 1, 5: 1, 8: 1}",5.66
