checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,57,0.9145914316177368,0.2507317066192627,"{34: 1, 5: 4, 40: 1, 56: 1, 0: 10, 54: 1, 23: 2, 55: 1, 32: 1, 4: 2, 42: 1, 43: 1, 3: 3, 12: 2, 29: 1, 51: 1, 46: 1, 52: 1, 6: 2, 35: 1, 24: 2, 49: 1, 11: 2, 7: 2, 44: 1, 30: 1, 9: 3, 19: 8, 50: 1, 39: 1, 21: 1, 20: 2, 41: 1, 2: 4, 14: 1, 33: 1, 8: 4, 25: 1, 45: 1, 10: 2, 18: 2, 31: 1, 22: 1, 28: 1, 36: 1, 53: 1, 37: 1, 15: 1, 38: 1, 1: 4, 17: 2, 27: 1, 26: 1, 48: 1, 13: 1, 16: 1, 47: 1}",3.40
13000,100,54,0.8948407173156738,0.23153720796108246,"{25: 2, 44: 1, 45: 1, 6: 2, 11: 6, 3: 5, 46: 1, 8: 6, 27: 1, 2: 2, 5: 5, 26: 2, 31: 1, 32: 1, 0: 2, 37: 2, 35: 1, 18: 2, 12: 3, 41: 1, 1: 2, 38: 5, 14: 3, 47: 1, 42: 1, 17: 5, 10: 2, 52: 1, 39: 1, 40: 1, 34: 1, 49: 1, 22: 1, 43: 1, 50: 1, 51: 1, 29: 1, 9: 2, 33: 1, 36: 1, 4: 2, 13: 2, 48: 1, 20: 1, 21: 2, 19: 1, 23: 1, 15: 3, 28: 1, 24: 1, 30: 1, 7: 2, 53: 1, 16: 1}",2.22
23000,100,53,0.8943268656730652,0.3295305669307709,"{47: 1, 48: 1, 1: 2, 23: 1, 7: 2, 6: 3, 0: 5, 8: 3, 36: 1, 5: 6, 3: 7, 31: 1, 38: 1, 10: 2, 4: 6, 20: 2, 39: 1, 50: 1, 28: 1, 46: 1, 30: 3, 2: 3, 18: 2, 35: 1, 40: 1, 51: 1, 9: 5, 13: 2, 37: 1, 32: 1, 21: 2, 29: 5, 12: 2, 52: 1, 44: 1, 14: 2, 42: 1, 17: 1, 27: 1, 11: 2, 26: 1, 43: 1, 25: 1, 45: 1, 22: 1, 34: 1, 41: 1, 33: 1, 19: 1, 16: 1, 15: 2, 49: 1, 24: 1}",2.17
33000,100,46,0.886353075504303,0.30631470680236816,"{45: 1, 14: 2, 1: 3, 3: 2, 23: 3, 0: 8, 6: 4, 26: 1, 11: 6, 30: 1, 22: 1, 18: 4, 8: 3, 43: 1, 4: 2, 25: 1, 13: 4, 9: 2, 19: 2, 39: 1, 17: 5, 37: 2, 16: 2, 15: 2, 38: 3, 24: 2, 20: 2, 41: 1, 28: 1, 44: 1, 27: 1, 12: 1, 5: 2, 21: 2, 2: 6, 7: 3, 36: 1, 10: 3, 42: 1, 34: 1, 31: 1, 32: 1, 29: 1, 35: 1, 33: 1, 40: 1}",3.25
43000,100,58,0.8984129428863525,0.3131159245967865,"{31: 1, 42: 1, 32: 1, 39: 1, 45: 1, 1: 2, 35: 1, 20: 6, 0: 7, 55: 1, 46: 1, 14: 6, 52: 1, 51: 1, 9: 5, 40: 1, 53: 1, 41: 1, 36: 1, 21: 2, 57: 1, 4: 2, 33: 1, 13: 2, 24: 2, 34: 1, 43: 2, 11: 2, 7: 3, 10: 2, 5: 2, 12: 3, 30: 1, 56: 1, 29: 1, 3: 2, 15: 1, 27: 1, 8: 2, 38: 1, 54: 1, 2: 4, 49: 1, 48: 1, 26: 1, 25: 2, 19: 3, 16: 1, 28: 1, 17: 1, 47: 1, 6: 2, 44: 1, 37: 1, 50: 1, 18: 1, 22: 1, 23: 1}",3.51
53000,100,37,0.7852798700332642,0.012474605813622475,"{12: 41, 19: 1, 28: 1, 33: 1, 20: 1, 35: 1, 29: 1, 15: 2, 14: 6, 3: 3, 21: 1, 1: 6, 10: 2, 0: 3, 23: 1, 36: 1, 9: 1, 27: 1, 16: 2, 5: 2, 31: 1, 6: 2, 32: 1, 22: 1, 24: 1, 30: 1, 7: 2, 34: 1, 18: 1, 26: 1, 8: 2, 13: 1, 4: 2, 11: 1, 25: 1, 2: 2, 17: 1}",2.12
63000,100,23,0.565268874168396,0.005835511721670628,"{15: 64, 21: 1, 22: 1, 7: 2, 14: 1, 3: 7, 16: 1, 2: 3, 0: 2, 13: 1, 10: 1, 20: 1, 12: 1, 19: 1, 4: 2, 17: 1, 5: 2, 18: 1, 8: 2, 6: 1, 9: 1, 1: 2, 11: 1}",2.00
73000,100,15,0.40028977394104004,0.001729287439957261,"{9: 76, 13: 1, 11: 1, 0: 3, 4: 5, 10: 2, 14: 1, 12: 1, 6: 2, 1: 2, 2: 2, 8: 1, 7: 1, 5: 1, 3: 1}",2.03
83000,100,12,0.30489805340766907,0.0011054810602217913,"{2: 82, 10: 1, 0: 2, 9: 1, 1: 5, 6: 1, 7: 1, 3: 2, 5: 2, 11: 1, 4: 1, 8: 1}",2.46
93000,100,11,0.2714754045009613,0.0015987360384315252,"{1: 84, 9: 1, 8: 1, 0: 6, 5: 1, 6: 1, 4: 2, 10: 1, 7: 1, 2: 1, 3: 1}",2.01
