checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
1000,100,2,0.6339131593704224,0.6165425777435303,"{0: 97, 1: 3}",5.81
2000,100,6,0.7435500621795654,0.6688263416290283,"{4: 9, 2: 78, 0: 5, 3: 1, 1: 2, 5: 5}",4.98
3000,100,6,0.7829641103744507,0.5720632076263428,"{1: 34, 5: 4, 0: 44, 2: 13, 4: 4, 3: 1}",5.03
4000,100,7,0.8151959776878357,0.5617958307266235,"{0: 32, 3: 23, 6: 12, 4: 3, 1: 18, 2: 6, 5: 6}",3.62
5000,100,8,0.8058921694755554,0.4816918969154358,"{5: 7, 7: 8, 3: 21, 1: 8, 2: 23, 0: 31, 6: 1, 4: 1}",3.35
6000,100,10,0.8174557685852051,0.5395978093147278,"{6: 28, 2: 7, 7: 1, 3: 20, 4: 5, 8: 12, 1: 2, 0: 22, 5: 2, 9: 1}",4.38
7000,100,8,0.773688554763794,0.43053629994392395,"{6: 15, 5: 1, 0: 24, 1: 17, 4: 38, 7: 1, 2: 2, 3: 2}",3.95
8000,100,10,0.8332788944244385,0.6123491525650024,"{7: 29, 1: 4, 6: 9, 2: 23, 0: 9, 3: 11, 4: 10, 5: 2, 9: 1, 8: 2}",5.51
9000,100,7,0.8160642981529236,0.638076901435852,"{4: 25, 2: 7, 0: 31, 1: 23, 6: 9, 3: 2, 5: 3}",6.96
10000,100,8,0.8106876611709595,0.6256616115570068,"{5: 37, 6: 4, 0: 4, 2: 32, 1: 11, 4: 7, 3: 3, 7: 2}",6.89
11000,100,10,0.808411180973053,0.5974581241607666,"{5: 29, 8: 35, 2: 5, 0: 15, 4: 2, 9: 1, 1: 5, 3: 2, 7: 3, 6: 3}",5.05
12000,100,9,0.8123242259025574,0.5968825221061707,"{7: 26, 3: 3, 1: 13, 0: 5, 6: 32, 2: 12, 5: 1, 8: 1, 4: 7}",6.34
13000,100,8,0.8055831789970398,0.593125581741333,"{1: 9, 6: 41, 7: 4, 0: 21, 2: 14, 3: 6, 5: 1, 4: 4}",5.67
14000,81,8,0.8041636347770691,0.5487802624702454,"{5: 28, 6: 12, 2: 4, 0: 19, 3: 4, 7: 4, 1: 8, 4: 2}",7.78
15000,100,7,0.8019750118255615,0.5873501300811768,"{5: 27, 0: 34, 6: 4, 1: 16, 2: 14, 4: 4, 3: 1}",8.37
16000,100,7,0.8025674223899841,0.6372836232185364,"{1: 40, 4: 32, 2: 16, 6: 7, 0: 2, 3: 2, 5: 1}",6.49
17000,97,7,0.7555661797523499,0.5021639466285706,"{0: 21, 3: 24, 1: 45, 6: 2, 2: 3, 4: 1, 5: 1}",6.21
18000,93,6,0.7888635396957397,0.6210795044898987,"{2: 35, 4: 34, 0: 16, 1: 5, 3: 1, 5: 2}",6.39
19000,88,8,0.7977489829063416,0.572438657283783,"{2: 23, 7: 27, 3: 4, 1: 17, 0: 5, 4: 7, 6: 4, 5: 1}",7.53
20000,100,7,0.7477396726608276,0.5308856964111328,"{3: 20, 0: 15, 2: 51, 1: 5, 5: 3, 4: 3, 6: 3}",6.13
21000,96,8,0.7895216941833496,0.560431957244873,"{4: 3, 3: 35, 5: 6, 7: 2, 0: 18, 1: 28, 6: 2, 2: 2}",7.62
22000,91,6,0.7794813513755798,0.5946246981620789,"{5: 25, 0: 36, 4: 17, 1: 4, 3: 4, 2: 5}",6.15
23000,100,6,0.7921134233474731,0.6437599062919617,"{1: 34, 5: 29, 2: 6, 0: 22, 4: 7, 3: 2}",7.43
24000,88,6,0.7804819941520691,0.5959852337837219,"{5: 26, 2: 14, 4: 5, 1: 30, 0: 11, 3: 2}",7.82
25000,100,6,0.7509933114051819,0.44801175594329834,"{0: 21, 3: 28, 4: 6, 5: 3, 2: 13, 1: 29}",6.10
26000,100,8,0.7920929789543152,0.5644530057907104,"{0: 30, 4: 24, 3: 9, 6: 6, 2: 9, 7: 4, 1: 16, 5: 2}",7.08
27000,100,8,0.7929357886314392,0.5665881037712097,"{2: 30, 6: 21, 0: 5, 5: 7, 3: 17, 4: 14, 1: 5, 7: 1}",6.58
28000,100,7,0.7915300726890564,0.6372929811477661,"{0: 36, 6: 24, 2: 24, 1: 8, 5: 2, 4: 5, 3: 1}",7.40
29000,100,7,0.7741661071777344,0.6445438861846924,"{1: 42, 2: 22, 5: 2, 0: 6, 4: 25, 6: 2, 3: 1}",6.59
30000,100,7,0.7878147959709167,0.5725676417350769,"{2: 36, 1: 21, 4: 7, 3: 11, 0: 4, 6: 18, 5: 3}",4.92
31000,100,7,0.7721901535987854,0.606735348701477,"{0: 33, 3: 19, 5: 7, 1: 32, 2: 5, 4: 3, 6: 1}",6.83
32000,100,5,0.7457311749458313,0.5747983455657959,"{4: 11, 0: 30, 2: 9, 1: 49, 3: 1}",4.71
33000,100,5,0.7533561587333679,0.5839384198188782,"{1: 24, 4: 21, 0: 47, 2: 7, 3: 1}",6.37
34000,100,5,0.7797814011573792,0.6696752905845642,"{0: 48, 4: 23, 2: 21, 1: 7, 3: 1}",6.23
35000,100,5,0.7816169261932373,0.649206817150116,"{2: 38, 4: 20, 0: 29, 3: 5, 1: 8}",7.37
36000,82,6,0.7805687189102173,0.587536096572876,"{4: 26, 5: 18, 3: 7, 0: 8, 1: 19, 2: 4}",6.88
37000,100,3,0.7669156789779663,0.7105296850204468,"{0: 70, 2: 9, 1: 21}",6.35
38000,100,6,0.776088297367096,0.6528124213218689,"{2: 50, 5: 17, 0: 13, 4: 3, 3: 1, 1: 16}",6.56
39000,100,4,0.7713956236839294,0.7047964334487915,"{0: 63, 3: 16, 2: 5, 1: 16}",7.36
40000,100,6,0.7778337001800537,0.6488268971443176,"{1: 43, 5: 19, 0: 14, 2: 22, 3: 1, 4: 1}",6.50
41000,89,4,0.7702834606170654,0.655015230178833,"{0: 48, 3: 18, 2: 10, 1: 13}",8.12
42000,100,5,0.7712688446044922,0.6461435556411743,"{1: 48, 3: 13, 2: 11, 4: 7, 0: 21}",7.58
43000,100,6,0.7755430340766907,0.6308639645576477,"{5: 40, 3: 16, 2: 20, 1: 16, 0: 7, 4: 1}",8.28
44000,100,5,0.7772969007492065,0.6872252821922302,"{0: 56, 3: 16, 2: 13, 1: 14, 4: 1}",7.20
45000,99,3,0.768902063369751,0.717247724533081,"{0: 69, 1: 14, 2: 16}",7.28
46000,100,4,0.7741013765335083,0.6732643246650696,"{0: 49, 1: 19, 3: 12, 2: 20}",7.23
47000,100,3,0.7634519338607788,0.6990758180618286,"{0: 63, 1: 9, 2: 28}",6.98
48000,100,4,0.762350857257843,0.7134485244750977,"{0: 70, 2: 6, 1: 23, 3: 1}",7.80
49000,86,4,0.760610044002533,0.6286685466766357,"{0: 32, 2: 23, 1: 27, 3: 4}",7.31
50000,91,3,0.7591471076011658,0.6845608353614807,"{0: 57, 1: 11, 2: 23}",9.55
51000,95,3,0.7550903558731079,0.6955515146255493,"{2: 19, 0: 64, 1: 12}",7.18
52000,100,4,0.7596165537834167,0.6756963729858398,"{0: 55, 2: 8, 1: 36, 3: 1}",5.95
53000,97,3,0.7673535943031311,0.6895316243171692,"{0: 57, 2: 12, 1: 28}",8.28
54000,83,3,0.7668144106864929,0.7131509184837341,"{0: 61, 2: 16, 1: 6}",7.58
55000,84,4,0.7626271843910217,0.6986789703369141,"{0: 56, 1: 17, 2: 10, 3: 1}",7.90
56000,96,5,0.761875569820404,0.6251401305198669,"{0: 42, 1: 20, 2: 9, 4: 1, 3: 24}",8.05
57000,86,4,0.7678346037864685,0.6741114854812622,"{2: 40, 1: 31, 0: 7, 3: 8}",9.47
58000,83,3,0.7576378583908081,0.6926150321960449,"{0: 53, 1: 25, 2: 5}",7.47
59000,73,4,0.7664949297904968,0.6827283501625061,"{0: 36, 2: 29, 1: 7, 3: 1}",7.63
60000,73,3,0.7582981586456299,0.7013108730316162,"{0: 51, 1: 9, 2: 13}",8.56
61000,93,4,0.772894561290741,0.6554416418075562,"{2: 35, 0: 26, 1: 8, 3: 24}",7.15
62000,89,4,0.7672894597053528,0.6307274699211121,"{3: 30, 1: 20, 0: 28, 2: 11}",6.95
63000,97,6,0.7692930698394775,0.5946159362792969,"{2: 26, 0: 29, 4: 1, 1: 32, 3: 8, 5: 1}",7.16
64000,77,4,0.7602326273918152,0.651565432548523,"{2: 38, 0: 23, 3: 11, 1: 5}",7.26
65000,100,5,0.7767724394798279,0.649098813533783,"{1: 45, 0: 19, 2: 24, 3: 10, 4: 2}",8.09
66000,67,5,0.7730888724327087,0.6399529576301575,"{0: 30, 1: 17, 4: 9, 2: 9, 3: 2}",7.17
67000,85,4,0.761855959892273,0.7094435691833496,"{0: 57, 2: 25, 3: 1, 1: 2}",7.34
68000,72,5,0.7538354992866516,0.6522968411445618,"{0: 42, 1: 20, 4: 1, 2: 7, 3: 2}",7.27
69000,87,4,0.7647207379341125,0.6699920892715454,"{0: 52, 2: 27, 1: 7, 3: 1}",7.30
70000,82,6,0.7729293704032898,0.6230209469795227,"{1: 33, 5: 2, 3: 17, 4: 9, 0: 2, 2: 19}",7.23
71000,60,4,0.7561975121498108,0.6110328435897827,"{0: 16, 2: 26, 3: 8, 1: 10}",7.26
72000,75,4,0.754849910736084,0.6154191493988037,"{0: 32, 2: 19, 1: 17, 3: 7}",7.26
73000,52,3,0.7269452810287476,0.6232568621635437,"{0: 33, 1: 14, 2: 5}",7.21
74000,68,3,0.7485842108726501,0.7309670448303223,"{0: 62, 2: 5, 1: 1}",7.94
75000,72,4,0.7546716332435608,0.6378647089004517,"{1: 33, 0: 29, 3: 1, 2: 9}",7.30
76000,73,6,0.7621214985847473,0.6334271430969238,"{0: 37, 2: 15, 5: 7, 3: 1, 4: 1, 1: 12}",7.11
77000,68,4,0.7570977807044983,0.626641035079956,"{0: 35, 3: 15, 2: 6, 1: 12}",7.14
78000,56,3,0.7435874342918396,0.6193593740463257,"{1: 16, 2: 31, 0: 9}",8.82
79000,74,3,0.768467903137207,0.6347973346710205,"{0: 27, 1: 34, 2: 13}",7.59
80000,52,4,0.7565763592720032,0.5999455451965332,"{1: 13, 2: 24, 0: 9, 3: 6}",7.46
81000,60,3,0.7415953278541565,0.6238784790039062,"{0: 18, 1: 12, 2: 30}",7.06
82000,59,5,0.7642266750335693,0.605469822883606,"{0: 27, 4: 15, 1: 4, 3: 3, 2: 10}",6.95
83000,47,3,0.7369133234024048,0.6074814796447754,"{2: 26, 1: 13, 0: 8}",7.11
84000,52,5,0.7328649759292603,0.5963472127914429,"{2: 29, 0: 15, 4: 4, 3: 1, 1: 3}",7.00
