checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,14,0.4178955554962158,0.0006262586102820933,"{2: 75, 13: 1, 7: 1, 0: 5, 1: 9, 9: 1, 6: 1, 12: 1, 11: 1, 10: 1, 8: 1, 5: 1, 3: 1, 4: 1}",2.07
13000,100,7,0.23935773968696594,1.1874411143253383e-07,"{0: 88, 2: 6, 5: 1, 1: 2, 4: 1, 6: 1, 3: 1}",1.55
23000,65,15,0.8638007640838623,0.0670064315199852,"{11: 2, 0: 6, 9: 14, 4: 8, 1: 8, 5: 2, 7: 2, 13: 1, 8: 1, 14: 1, 2: 4, 12: 1, 10: 1, 6: 2, 3: 12}",7.97
33000,46,16,0.8754398822784424,0.11397047340869904,"{4: 4, 6: 4, 12: 2, 0: 3, 3: 3, 2: 7, 1: 3, 10: 1, 5: 2, 9: 2, 14: 1, 11: 1, 13: 1, 15: 1, 8: 6, 7: 5}",5.77
43000,58,16,0.8391141891479492,0.059498608112335205,"{6: 13, 15: 1, 4: 3, 13: 4, 2: 4, 5: 2, 8: 2, 10: 2, 9: 1, 1: 6, 3: 6, 7: 5, 0: 4, 11: 1, 12: 1, 14: 3}",6.06
53000,69,18,0.8392642140388489,0.10387816280126572,"{10: 1, 5: 13, 15: 1, 4: 3, 13: 7, 0: 7, 1: 7, 12: 2, 3: 2, 2: 6, 7: 6, 11: 5, 17: 1, 16: 1, 6: 2, 9: 1, 8: 3, 14: 1}",6.31
63000,55,12,0.8491432070732117,0.24893330037593842,"{7: 5, 2: 2, 10: 3, 6: 7, 0: 7, 4: 8, 3: 7, 11: 2, 5: 2, 1: 8, 9: 2, 8: 2}",6.13
73000,60,16,0.858728289604187,0.10044442862272263,"{10: 5, 11: 1, 1: 3, 12: 7, 8: 3, 15: 3, 0: 7, 4: 7, 9: 2, 7: 2, 13: 8, 3: 2, 14: 1, 6: 5, 2: 2, 5: 2}",6.09
83000,44,13,0.8468629121780396,0.0827673077583313,"{10: 5, 11: 1, 0: 3, 1: 3, 5: 3, 2: 7, 4: 2, 3: 2, 8: 1, 7: 7, 12: 1, 9: 6, 6: 3}",6.02
93000,42,10,0.8342191576957703,0.26730939745903015,"{5: 3, 0: 6, 7: 1, 4: 7, 9: 2, 3: 2, 1: 8, 2: 8, 8: 1, 6: 4}",5.74
103000,43,11,0.8306981921195984,0.11005961149930954,"{9: 7, 1: 3, 0: 4, 7: 1, 5: 7, 10: 2, 8: 3, 4: 2, 6: 8, 3: 2, 2: 4}",5.69
113000,27,7,0.7902625799179077,0.13117848336696625,"{3: 7, 0: 3, 2: 7, 6: 2, 1: 3, 4: 2, 5: 3}",5.64
123000,27,7,0.7934420704841614,0.12962383031845093,"{3: 7, 0: 3, 2: 7, 6: 2, 1: 3, 4: 2, 5: 3}",5.89
133000,33,8,0.7925553321838379,0.08788768202066422,"{3: 7, 1: 3, 0: 7, 7: 2, 4: 2, 2: 8, 6: 1, 5: 3}",5.72
143000,33,8,0.7918456196784973,0.08664100617170334,"{7: 7, 0: 3, 5: 1, 2: 7, 1: 2, 4: 2, 3: 8, 6: 3}",5.73
