checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,45,0.9079551100730896,0.09791190922260284,"{5: 2, 20: 2, 40: 1, 26: 1, 35: 1, 41: 1, 6: 2, 36: 1, 30: 1, 0: 3, 4: 11, 42: 1, 34: 1, 27: 1, 1: 16, 39: 1, 33: 1, 32: 1, 43: 1, 2: 3, 31: 1, 29: 1, 22: 1, 13: 2, 19: 1, 17: 1, 15: 1, 9: 11, 3: 2, 44: 1, 16: 1, 37: 1, 38: 1, 28: 1, 14: 1, 11: 9, 23: 3, 7: 1, 25: 1, 12: 1, 21: 1, 8: 2, 18: 1, 24: 1, 10: 1}",2.94
13000,100,36,0.8346342444419861,0.2956746518611908,"{5: 43, 3: 3, 29: 1, 27: 1, 34: 1, 35: 1, 21: 1, 28: 1, 20: 1, 31: 1, 22: 1, 12: 3, 33: 1, 13: 1, 6: 2, 30: 1, 11: 2, 0: 3, 32: 1, 2: 4, 17: 1, 25: 1, 1: 2, 19: 1, 24: 8, 16: 1, 18: 1, 15: 1, 4: 4, 9: 1, 7: 1, 8: 1, 23: 1, 10: 1, 14: 1, 26: 1}",2.28
23000,100,33,0.84196537733078,0.2637394666671753,"{10: 44, 20: 1, 24: 1, 14: 2, 0: 3, 2: 2, 4: 2, 19: 1, 8: 2, 18: 1, 25: 1, 26: 1, 9: 2, 29: 1, 21: 1, 16: 1, 15: 2, 11: 2, 30: 1, 1: 2, 22: 1, 23: 1, 3: 3, 6: 6, 27: 1, 28: 1, 13: 4, 31: 1, 32: 1, 17: 1, 7: 2, 12: 1, 5: 4}",2.83
33000,100,24,0.7040072679519653,0.2214658409357071,"{1: 61, 18: 1, 21: 1, 20: 2, 22: 1, 4: 2, 16: 1, 10: 1, 15: 1, 14: 1, 0: 2, 12: 1, 17: 1, 5: 6, 9: 2, 13: 1, 11: 4, 23: 1, 3: 2, 2: 4, 19: 1, 7: 1, 8: 1, 6: 1}",2.94
43000,100,25,0.8457079529762268,0.016504917293787003,"{3: 29, 10: 3, 20: 6, 14: 6, 15: 12, 0: 6, 9: 4, 22: 1, 2: 2, 5: 2, 1: 3, 13: 2, 11: 2, 24: 1, 7: 6, 4: 2, 18: 1, 6: 3, 17: 1, 8: 1, 12: 2, 19: 2, 23: 1, 16: 1, 21: 1}",5.12
53000,100,21,0.7992662191390991,0.09309248626232147,"{3: 39, 7: 6, 8: 5, 0: 4, 16: 13, 14: 1, 1: 5, 4: 3, 11: 6, 9: 2, 15: 2, 17: 1, 5: 2, 2: 3, 6: 2, 13: 1, 18: 1, 19: 1, 20: 1, 10: 1, 12: 1}",4.24
63000,100,22,0.8286179900169373,0.08643075823783875,"{2: 35, 7: 6, 3: 5, 6: 13, 8: 3, 17: 1, 10: 2, 0: 5, 15: 5, 14: 2, 5: 6, 4: 2, 19: 2, 9: 2, 1: 3, 18: 2, 13: 1, 21: 1, 12: 1, 20: 1, 16: 1, 11: 1}",4.33
73000,100,21,0.7891879677772522,0.07351865619421005,"{1: 41, 3: 6, 7: 5, 9: 12, 17: 2, 13: 2, 0: 4, 14: 2, 19: 1, 8: 3, 10: 6, 20: 2, 4: 2, 11: 1, 12: 1, 2: 2, 6: 2, 18: 1, 5: 3, 15: 1, 16: 1}",4.29
83000,100,21,0.8152531981468201,0.09083855897188187,"{4: 38, 8: 4, 1: 7, 11: 3, 9: 11, 13: 3, 14: 1, 16: 2, 15: 2, 20: 1, 0: 3, 19: 2, 6: 5, 7: 2, 2: 3, 5: 6, 3: 2, 12: 2, 17: 1, 10: 1, 18: 1}",3.71
93000,100,25,0.8682479858398438,0.07599492371082306,"{9: 4, 1: 11, 16: 6, 12: 18, 6: 2, 7: 3, 2: 4, 20: 1, 8: 11, 3: 5, 21: 6, 14: 3, 0: 5, 4: 3, 13: 1, 5: 2, 17: 1, 11: 2, 15: 2, 10: 2, 18: 2, 19: 1, 23: 1, 24: 1, 22: 3}",6.35
103000,97,29,0.878079354763031,0.03919467329978943,"{12: 4, 4: 6, 7: 7, 9: 17, 28: 1, 21: 1, 15: 3, 11: 3, 14: 4, 18: 1, 2: 8, 3: 5, 19: 6, 26: 1, 0: 5, 5: 3, 16: 1, 22: 1, 13: 2, 23: 1, 24: 2, 6: 3, 1: 2, 8: 2, 17: 2, 10: 1, 27: 1, 20: 1, 25: 3}",5.97
113000,62,23,0.878295361995697,0.02020316757261753,"{7: 5, 8: 6, 17: 3, 16: 3, 5: 4, 14: 1, 0: 5, 6: 6, 13: 1, 1: 3, 12: 1, 18: 1, 3: 2, 22: 1, 15: 1, 2: 2, 4: 7, 21: 1, 20: 1, 19: 1, 10: 1, 9: 5, 11: 1}",5.97
123000,79,24,0.8678581118583679,0.013182312250137329,"{7: 6, 13: 15, 3: 3, 21: 3, 6: 3, 19: 4, 15: 1, 2: 5, 8: 6, 14: 1, 16: 4, 1: 3, 12: 1, 18: 1, 10: 2, 23: 1, 0: 2, 5: 2, 9: 7, 11: 1, 20: 1, 17: 1, 4: 5, 22: 1}",6.28
133000,74,18,0.8510633707046509,0.10980115085840225,"{1: 5, 4: 6, 5: 15, 7: 3, 2: 14, 9: 4, 6: 5, 12: 6, 15: 1, 3: 3, 17: 1, 8: 1, 0: 3, 10: 1, 14: 1, 16: 1, 13: 3, 11: 1}",6.40
143000,76,18,0.8539456725120544,0.10830693691968918,"{2: 6, 4: 6, 11: 15, 16: 1, 14: 3, 1: 14, 5: 4, 6: 5, 10: 6, 15: 1, 3: 3, 9: 1, 17: 1, 0: 3, 7: 2, 13: 1, 12: 3, 8: 1}",6.05
