checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,68,0.9476743936538696,0.21601761877536774,"{10: 2, 61: 1, 58: 1, 3: 3, 1: 5, 55: 1, 9: 2, 16: 4, 59: 1, 0: 3, 53: 1, 11: 2, 66: 1, 57: 1, 54: 1, 48: 1, 7: 2, 46: 1, 47: 1, 39: 1, 26: 1, 8: 2, 38: 1, 37: 1, 49: 1, 56: 1, 40: 1, 22: 2, 44: 1, 36: 1, 65: 1, 43: 1, 19: 1, 17: 2, 23: 1, 52: 1, 50: 1, 51: 1, 35: 5, 15: 4, 62: 1, 13: 2, 4: 2, 67: 1, 25: 1, 60: 1, 28: 1, 18: 1, 5: 2, 63: 1, 64: 1, 6: 2, 20: 2, 34: 1, 30: 1, 42: 1, 41: 1, 29: 1, 21: 1, 12: 1, 31: 1, 32: 2, 24: 1, 14: 1, 45: 1, 27: 1, 2: 2, 33: 1}",3.51
13000,100,32,0.8722188472747803,0.03637852892279625,"{7: 5, 22: 1, 4: 7, 27: 1, 13: 2, 17: 2, 5: 2, 20: 1, 26: 1, 23: 1, 21: 1, 14: 14, 2: 9, 30: 7, 6: 2, 16: 1, 25: 1, 29: 1, 3: 2, 31: 1, 1: 4, 12: 1, 18: 3, 19: 1, 10: 2, 15: 1, 28: 1, 0: 2, 24: 1, 9: 2, 11: 18, 8: 2}",7.16
23000,46,18,0.86566561460495,0.16983242332935333,"{17: 1, 2: 8, 7: 2, 12: 1, 10: 1, 15: 1, 3: 7, 11: 1, 14: 1, 16: 1, 4: 8, 9: 4, 0: 3, 13: 1, 5: 1, 1: 3, 8: 1, 6: 1}",6.34
33000,65,10,0.507820188999176,0.01055383961647749,"{0: 43, 2: 8, 7: 1, 6: 1, 9: 1, 1: 6, 3: 2, 5: 1, 4: 1, 8: 1}",6.06
43000,62,13,0.47920241951942444,0.010784570127725601,"{3: 43, 10: 1, 9: 1, 6: 1, 11: 1, 12: 1, 7: 5, 8: 1, 2: 2, 0: 2, 1: 2, 4: 1, 5: 1}",6.18
53000,85,12,0.545997142791748,0.19332201778888702,"{0: 61, 8: 1, 3: 2, 2: 7, 11: 1, 6: 2, 10: 4, 7: 1, 4: 2, 1: 2, 9: 1, 5: 1}",6.27
63000,66,11,0.5442617535591125,0.005827078130096197,"{4: 42, 0: 5, 6: 1, 10: 1, 1: 6, 7: 5, 9: 1, 3: 2, 5: 1, 2: 1, 8: 1}",7.25
73000,74,13,0.6364208459854126,0.013222448527812958,"{1: 41, 11: 1, 0: 2, 7: 5, 9: 1, 12: 1, 3: 8, 2: 3, 8: 5, 5: 1, 10: 1, 6: 2, 4: 3}",6.69
83000,67,12,0.548106849193573,0.013063924387097359,"{1: 43, 9: 1, 7: 1, 8: 1, 4: 6, 2: 3, 11: 1, 5: 1, 10: 4, 0: 3, 6: 2, 3: 1}",12.75
93000,59,7,0.41973623633384705,0.000902090163435787,"{2: 42, 4: 5, 3: 1, 0: 6, 1: 3, 5: 1, 6: 1}",10.28
103000,48,4,0.2064637392759323,0.011699344031512737,"{0: 43, 3: 1, 1: 3, 2: 1}",9.80
113000,49,6,0.25143420696258545,1.7819304787280998e-07,"{0: 42, 1: 3, 5: 1, 4: 1, 3: 1, 2: 1}",9.86
123000,5,3,0.6624352931976318,0.0,"{0: 3, 2: 1, 1: 1}",13.53
133000,7,4,0.7774845957756042,5.960464477539063e-08,"{0: 2, 1: 3, 2: 1, 3: 1}",12.59
143000,6,4,0.7324934601783752,1.1920928955078125e-07,"{0: 3, 3: 1, 2: 1, 1: 1}",11.97
